audiofile;word;prev_phone;phone;next_phone;starttime;duration;centergravity;TEMPO;N;VD;VD_AP;VD_0S;VD_HAP;CONT_PREC;OCORRENCIA;CONT_SEGUINTE;ITEM_LEXICAL;TRANSC_FONOLOGICA_SILAC;CONT_FON_PREC;CONT_FON_SEG;CFS_ponto;TONICIDADE;POSICAO_S;CLASSE_MORFOLOGICA;STATUS_MORFOLOGICO;ARQUIVO;LOCALIZACAO;AMOSTRA;ESTADO;GENERO;IDADE;FAIXA_ETARIA;ESCOLARIDADE;IDADE_MIGRACAO;IDADE_MIGRACAO_fat;TEMPO_RESIDENCIA;TEMPO_RESIDENCIA_fat;INDICE_SOCIO;CLASSE_SOCIAL;QUAL_AUDIO;diferenca_tempo
PBCP_2018FB-_RosemaraA;estudou;e;s;t;1765,268;80;3114;00:29:25.268;6329;P;P;S;AP;rápido do que a pessoa que;estudou <P>;entendeu {F.} D1 uhum S;estudou;es-tu-'dow;e;t;coronal;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:29:21;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;4,26800000000003e+00
PBCP_2018FB-_RosemaraA;experiência;e;s;p;1579,840;60;1445;00:26:19.840;6297;A;A;S;AP;<A> muita diferença porque ele adquiriu;experiência <A>;S e ele sabe fazer;experiência;es-pe-Ri-'E-sia;e;p;labial;atona;medial;substantivo;raiz;PBCP_2018FB-_RosemaraA;00:26:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,83999999999992e+00
PBCP_2018FB-_RosemaraA;feliz;i;s;v;2243,272;40;677;00:37:23.272;6438;A;A;S;AP;está <E> bem não está <E>;feliz <A>;você vai chutar o balde;feliz;fe-'lis;i;v;labial;tonica;final;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:37:20;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,27199999999993e+00
PBCP_2018FB-_RosemaraA;fez;e;s;m;1577,950;40;451;00:26:17.950;6296;A;A;S;AP;nesse caso pra ele S não;fez <A>;muita diferença porque ele adquiriu;fez;'fes;e;m;labial;tonica;final;verbo;raiz;PBCP_2018FB-_RosemaraA;00:26:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;9,50000000000045e-01
PBCP_2018FB-_RosemaraA;fez;e;s;n;2378,427;30;1195;00:39:38.427;6461;A;A;S;AP;quando eu cheguei um dia ele;fez <A>;né tadinho S não vou;fez;'fes;e;n;coronal;tonica;final;verbo;raiz;PBCP_2018FB-_RosemaraA;00:39:36;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,42700000000013e+00
PBCP_2018FB-_RosemaraA;gostar;o;s;t;2241,162;100;4870;00:37:21.162;6437;A;A;S;AP;dia por amor S por você;gostar <A>;mas <A> se você não;gostar;gos-'tar;o;t;coronal;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:37:20;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,16199999999981e+00
PBCP_2018FB-_RosemaraA;gostasse;o;s;t;2222,192;60;1425;00:37:02.192;6436;A;A;S;AP;continuava casada mesmo <A> se não;gostasse <A>;da pessoa por quê porque;gostasse;gos-'ta-se;o;t;coronal;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:37:00;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,19200000000001e+00
PBCP_2018FB-_RosemaraA;gostava;o;s;t;2215,542;140;2765;00:36:55.542;6434;A;A;S;AP;ela às <A> vezes <0> nem;gostava <A>;da pessoa D1 casava cedo;gostava;gos-'ta-va;o;t;coronal;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:36:52;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,54199999999992e+00
PBCP_2018FB-_RosemaraA;jamais;j;s;v;1990,681;40;451;00:33:10.681;6382;A;A;S;AP;eles <A> estiver <E> conversando eu;jamais <A>;vou chegar S e vou;jamais;Za-'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:33:07;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,68100000000004e+00
PBCP_2018FB-_RosemaraA;machista;i;s;t;2304,016;80;620;00:38:24.016;6448;P;P;S;AP;nada porque é o homem (xxx);machista <P>;tem que trabalhar S não;machista;ma-'kis-ta;i;t;coronal;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:38:22;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,01600000000008e+00
PBCP_2018FB-_RosemaraA;mais;j;s;f;1307,252;70;244;00:21:47.252;6252;A;A;S;AP;S já não não vou fazer;mais <A>;faculdade de pediatria porque eu;mais;'majs;j;f;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:21:45;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,25199999999995e+00
PBCP_2018FB-_RosemaraA;mais;j;s;k;1443,635;30;4670;00:24:03.635;6281;A;A;S;AP;não tem S não tem ensino;mais <A>;que eu que eu queria;mais;'majs;j;k;posterior;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:24:02;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,63499999999999e+00
PBCP_2018FB-_RosemaraA;mais;j;s;#;1487,557;30;1216;00:24:47.557;6284;A;A;S;AP;<A> tempo S agora não dá;mais <A>;tempo e eu nem tenho;mais;'majs;j;t;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:24:48;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;4,42999999999984e-01
PBCP_2018FB-_RosemaraA;mais;j;s;#;1489,704;30;645;00:24:49.704;6284;A;A;S;AP;<A> tempo S agora não dá;mais <A>;tempo e eu nem tenho;mais;'majs;j;t;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:24:48;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,70399999999995e+00
PBCP_2018FB-_RosemaraA;mais;j;s;k;1490,634;30;1325;00:24:50.634;6284;A;A;S;AP;<A> tempo S agora não dá;mais <A>;tempo e eu nem tenho;mais;'majs;j;t;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:24:48;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,63400000000001e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;1557,666;80;1075;00:25:57.666;6292;A;A;S;AP;administração <A> D1 uhum S a;mais <A>;velha que é professora formada;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:25:57;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;6,65999999999940e-01
PBCP_2018FB-_RosemaraA;mais;j;s;f;1696,215;140;6209;00:28:16.215;6316;A;A;S;AP;do mais/ <A> além de ser;mais <A>;fácil/ ser mais <A> fácil;mais;'majs;j;f;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:28:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;7,85000000000082e-01
PBCP_2018FB-_RosemaraA;mais;j;s;f;1698,515;40;622;00:28:18.515;6316;A;A;S;AP;do mais/ <A> além de ser;mais <A>;fácil/ ser mais <A> fácil;mais;'majs;j;f;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:28:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,51500000000010e+00
PBCP_2018FB-_RosemaraA;mais;j;s;f;1699,875;30;3946;00:28:19.875;6316;A;A;S;AP;do mais/ <A> além de ser;mais <A>;fácil/ ser mais <A> fácil;mais;'majs;j;f;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:28:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,87500000000000e+00
PBCP_2018FB-_RosemaraA;mais;j;s;m;1748,024;90;7059;00:29:08.024;6324;A;A;S;AP;<P> as <A> pessoas <A> eram;mais <A>;meu pai é muito inteligente;mais;'majs;j;m;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:29:04;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;4,02399999999989e+00
PBCP_2018FB-_RosemaraA;mais;j;s;x;1764,048;30;552;00:29:24.048;6328;A;A;S;AP;pai dê a resposta <A> <P>;mais <A>;rápido do que a pessoa;mais;'majs;j;h;posterior;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:29:21;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,04800000000000e+00
PBCP_2018FB-_RosemaraA;mais;j;s;d;1839,677;30;571;00:30:39.677;6345;A;A;S;AP;<P> de vida lá é bem;mais <A>;barato D1 uhum S você;mais;'majs;j;b;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:30:42;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,32300000000009e+00
PBCP_2018FB-_RosemaraA;mais;j;s;b;1844,407;30;713;00:30:44.407;6345;A;A;S;AP;<P> de vida lá é bem;mais <A>;barato D1 uhum S você;mais;'majs;j;b;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:30:42;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,40699999999993e+00
PBCP_2018FB-_RosemaraA;mais;j;s;n;1882,476;30;2220;00:31:22.476;6359;A;A;S;AP;vou ter meus <A> pais <A>;mais <A>;nessa época porque é muitos;mais;'majs;j;n;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:31:21;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,47600000000011e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;1981,049;60;2382;00:33:01.049;6376;A;A;S;AP;senhora S pras <A> pessoas <A>;mais <A>;velhas <A> S a gente;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:33:00;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,04899999999998e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;1988,141;70;6830;00:33:08.141;6380;A;A;S;AP;um exemplo S são pessoas <A>;mais <A>;velhas <P> do que eu;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:33:07;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,14100000000008e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2006,470;30;858;00:33:26.470;6385;A;A;S;AP;a gente encostasse <A> em alguém;mais <A>;velho que tivesse conversando a;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:33:23;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,47000000000003e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2017,025;50;805;00:33:37.025;6389;A;A;S;AP;costume <A> de (sempre) pessoas <A>;mais <A>;velhas <A> senhor e senhora;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:33:34;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,02500000000009e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2077,823;100;739;00:34:37.823;6398;A;A;S;AP;S quando mãe fala ó filha;mais <A>;velho tem que senhor não;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:34:35;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,82299999999987e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2086,107;40;2868;00:34:46.107;6400;A;A;S;AP;é você é senhor ele é;mais <A>;velho do que você S;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:34:43;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,10699999999997e+00
PBCP_2018FB-_RosemaraA;mais;j;s;t;2126,831;30;1862;00:35:26.831;6412;A;A;S;AP;mais <A> a cidade é grande;mais <A>;tem coisa ruim D1 uhn;mais;'majs;j;t;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:35:23;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,83100000000013e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2132,132;50;2318;00:35:32.132;6413;A;A;S;AP;porque eu aprendi assim S o;mais <A>;velho é o mais <A>;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:35:31;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,13200000000006e+00
PBCP_2018FB-_RosemaraA;mais;j;s;v;2132,642;80;2960;00:35:32.642;6413;A;A;S;AP;porque eu aprendi assim S o;mais <A>;velho é o mais <A>;mais;'majs;j;v;labial;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:35:31;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,64199999999983e+00
PBCP_2018FB-_RosemaraA;mais;j;s;d;2191,868;30;565;00:36:31.868;6425;A;A;S;AP;denunciando S porque você não depende;mais <A>;daquele homem pra nada entendeu;mais;'majs;j;d;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:36:30;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,86799999999994e+00
PBCP_2018FB-_RosemaraA;mais;j;s;#;2253,563;100;894;00:37:33.563;6441;P;P;S;AP;mulheres <A> se formam tem filho;mais <P>;tarde tudo isso antes <A>;mais;'majs;j;t;coronal;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:37:31;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,56300000000010e+00
PBCP_2018FB-_RosemaraA;mais;j;s;#;2355,290;30;1303;00:39:15.290;6454;A;A;S;AP;um carro encher carros <A> e;mais <A>;carros <A> D1 Deus do;mais;'majs;j;k;posterior;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:39:12;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,28999999999996e+00
PBCP_2018FB-_RosemaraA;mais;j;s;#;2375,294;30;653;00:39:35.294;6460;0;NA;0;NA;deixo pedi pra ele não fazer;mais <0>;S quando eu cheguei um;mais;'majs;j;#;pausa;tonica;final;adverbio;raiz;PBCP_2018FB-_RosemaraA;00:39:32;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,29399999999987e+00
PBCP_2018FB-_RosemaraA;mas;a;s;n;1266,509;30;581;00:21:06.509;6243;0;NA;0;NA;recuperação D1 uhum S não adiantou;mas <0>;né eu estava <E> aqui;mas;mas;a;n;coronal;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:21:05;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,50900000000001e+00
PBCP_2018FB-_RosemaraA;mas;a;s;k;1377,234;50;2001;00:22:57.234;6268;A;A;S;AP;S aí você fica pensando assim;mas <A>;quando eu chegar doze horas;mas;mas;a;k;posterior;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:22:56;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,23399999999992e+00
PBCP_2018FB-_RosemaraA;mas;a;s;#;1391,790;249;114;00:23:11.790;6271;A;A;S;AP;fiquei pensando assim (xxx) falava assim;mas <A>;S curso de curso de;mas;mas;a;#;pausa;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:23:08;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,78999999999996e+00
PBCP_2018FB-_RosemaraA;mas;a;s;k;1674,528;30;6384;00:27:54.528;6305;A;A;S;AP;também D1 não? S não S;mas <A>;como antes <A> assim tinha;mas;mas;a;k;posterior;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:27:54;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;5,28000000000020e-01
PBCP_2018FB-_RosemaraA;mas;a;s;k;1694,805;50;3143;00:28:14.805;6314;A;A;S;AP;fazer outras <A> coisa sabe S;mas <A>;que hoje em dia está;mas;mas;a;k;posterior;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:28:14;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;8,05000000000064e-01
PBCP_2018FB-_RosemaraA;mas;a;s;#;1840,327;30;1116;00:30:40.327;6343;A;A;S;AP;está <E> tudo mais <P> difícil;mas <A>;S né compara lá com;mas;mas;a;#;pausa;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:30:37;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;3,32700000000000e+00
PBCP_2018FB-_RosemaraA;mas;a;s;#;2241,652;30;908;00:37:21.652;6456;A;A;S;AP;isso aí eu já não sei;mas <A>;quando ele está <E> em;mas;mas;a;k;posterior;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:39:16;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,14348000000000e+02
PBCP_2018FB-_RosemaraA;mas;a;s;k;2358,154;60;2000;00:39:18.154;6456;A;A;S;AP;isso aí eu já não sei;mas <A>;quando ele está <E> em;mas;mas;a;k;posterior;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:39:16;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,15400000000000e+00
PBCP_2018FB-_RosemaraA;mas;a;s;l;2365,624;50;1355;00:39:25.624;6459;A;A;S;AP;chego em casa já faço S;mas <A>;lava o quintal S eh;mas;mas;a;l;coronal;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:39:25;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;6,23999999999796e-01
PBCP_2018FB-_RosemaraA;mas;a;s;n;2396,559;30;599;00:39:56.559;6463;A;A;S;AP;do box mas <A> ele lava;mas <A>;não é assim sabe S;mas;mas;a;n;coronal;atona;final;conjuncao;raiz;PBCP_2018FB-_RosemaraA;00:39:54;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,55900000000020e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1212,116;30;432;00:20:12.116;6235;A;A;S;AP;eu reprovei S entendeu S que;mesmo <A>;com o conselho de classe;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:20:11;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,11599999999999e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1218,725;60;850;00:20:18.725;6237;A;A;S;AP;na escola <A> D1 uhum S;mesmo <A>;os <A> professor dá aquela;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:20:18;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;7,24999999999909e-01
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1606,312;30;266;00:26:46.312;6299;A;A;S;AP;tem essas <A> coisa é complicado;mesmo <A>;D1 e os seus pais;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:26:44;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,31199999999990e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1682,194;60;4386;00:28:02.194;6308;A;A;S;AP;S que nem eles <A> fala;mesmo <A>;S a gente hoje em;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:28:00;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,19399999999996e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1745,944;50;1395;00:29:05.944;6321;A;A;S;AP;acho assim S que naquele tempo;mesmo <A>;sem estudo <P> as <A>;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:29:04;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,94399999999996e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;1769,139;30;922;00:29:29.139;6330;A;A;S;AP;uhum S quer dizer o ensino;mesmo <A>;o pouco estudo <P> que;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:29:27;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,13899999999990e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;2184,731;30;796;00:36:24.731;6422;A;A;S;AP;às <A> vezes <0> a pessoa;mesmo <A>;que sofresse maus <P> tratos;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:36:23;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,73100000000022e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;2199,542;30;1435;00:36:39.542;6427;A;A;S;AP;daquela pessoa S e antes <A>;mesmo <A>;que as <A> pessoas <A>;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:36:38;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,54199999999992e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;2221,612;30;2353;00:37:01.612;6435;A;A;S;AP;se libertar S aí continuava casada;mesmo <A>;se não gostasse <A> da;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:37:00;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,61200000000008e+00
PBCP_2018FB-_RosemaraA;mesmo;e;s;m;2336,030;30;1858;00:38:56.030;6451;A;A;S;AP;S eu às <A> vezes <0>;mesmo <A>;que o meu serviço seja;mesmo;'mes-mo;e;m;labial;tonica;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:38:55;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,03000000000020e+00
PBCP_2018FB-_RosemaraA;questão;e;s;t;2152,915;50;8196;00:35:52.915;6417;A;A;S;AP;S entendeu S aí tudo é;questão <A>;assim se você for ensinada;questão;kes-'tAw;e;t;coronal;atona;medial;substantivo;raiz;PBCP_2018FB-_RosemaraA;00:35:52;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;9,14999999999964e-01
PBCP_2018FB-_RosemaraA;respeita;e;s;p;2034,530;60;5649;00:33:54.530;6392;A;A;S;AP;não importa a idade a gente;respeita <A>;e dá a benção que;respeita;hes-'pej-ta;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:33:52;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,52999999999997e+00
PBCP_2018FB-_RosemaraA;respeita;e;s;p;2116,118;30;251;00:35:16.118;6411;A;A;S;AP;nenhum respeita <A> ninguém S não;respeita <A>;vai te mandar sabe se;respeita;hes-'pej-ta;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:35:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;8,82000000000062e-01
PBCP_2018FB-_RosemaraA;respeita;e;s;p;2117,616;90;2283;00:35:17.616;6411;A;A;S;AP;nenhum respeita <A> ninguém S não;respeita <A>;vai te mandar sabe se;respeita;hes-'pej-ta;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:35:17;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;6,15999999999985e-01
PBCP_2018FB-_RosemaraA;respeitar;e;s;p;2136,108;60;1884;00:35:36.108;6415;A;A;S;AP;eu aprendi que eu tenho que;respeitar <A>;então eu vou respeitar <A>;respeitar;hes-pej-'tar;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:35:35;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,10800000000017e+00
PBCP_2018FB-_RosemaraA;respeitar;e;s;p;2137,068;70;1502;00:35:37.068;6415;A;A;S;AP;eu aprendi que eu tenho que;respeitar <A>;então eu vou respeitar <A>;respeitar;hes-pej-'tar;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:35:35;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,06800000000021e+00
PBCP_2018FB-_RosemaraA;respeitava;e;s;p;2010,630;30;983;00:33:30.630;6386;A;A;S;AP;olhava assim ó S você já;respeitava <A>;você já sabia que ali;respeitava;hes-pej-'ta-va;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:33:30;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;6,30000000000109e-01
PBCP_2018FB-_RosemaraA;respeito;e;s;p;1939,208;140;2199;00:32:19.208;6369;A;A;S;AP;<A> S eh assim de do;respeito <A>;de ensinar o que é;respeito;hes-'pej-to;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:32:18;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,20800000000008e+00
PBCP_2018FB-_RosemaraA;respeito;e;s;p;2059,324;80;7595;00:34:19.324;6395;A;A;S;AP;senhora D1 uhum S é aquele;respeito <A>;S eh {Ri.} entrou na;respeito;hes-'pej-to;e;p;labial;atona;medial;verbo;raiz;PBCP_2018FB-_RosemaraA;00:34:18;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;1,32400000000007e+00
PBCP_2018FB-_RosemaraA;resposta;e;s;p;1763,518;60;3815;00:29:23.518;6326;A;A;S;AP;junto com meu pai dê a;resposta <A>;<P> mais <A> rápido do;resposta;hes-'pos-ta;e;p;labial;atona;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:29:21;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,51800000000003e+00
PBCP_2018FB-_RosemaraA;resposta;c;s;t;1763,758;30;1005;00:29:23.758;6326;A;A;S;AP;junto com meu pai dê a;resposta <A>;<P> mais <A> rápido do;resposta;hes-'pos-ta;e;p;labial;atona;medial;adjetivo;raiz;PBCP_2018FB-_RosemaraA;00:29:21;Amostra2;PB;feminino;35;2a;medio;30;20+;5;9-;1,92;D;05_otima;2,75800000000004e+00
